date,hmm_state,hmm_p_crisis,bocpd_p_change,bocpd_break_freq_30d,risk_score_raw,risk_score_calibrated,alert_p90,alert_p95
2008-11-20,0,1.0,0.06705211195402475,8.0,0.35570002,0.17059376339117685,0,0
2008-11-21,0,1.0,0.0396507036288621,7.0,0.3725511,0.18192500869433084,0,0
2008-11-24,0,1.0,0.035886326743133676,6.0,0.36092362,0.17356419811646143,0,0
2008-11-25,0,1.0,0.2918287201013939,5.0,0.36261907,0.17356419811646143,0,0
2008-11-26,0,1.0,0.5265116025593866,6.0,0.36175516,0.17356419811646143,0,0
2008-11-27,0,1.0,0.6455204035118551,7.0,0.37403932,0.18192500869433084,0,0
2008-12-01,0,1.0,0.21113598119241042,8.0,0.4048644,0.18192500869433084,1,0
2008-12-02,0,1.0,0.727525603922515,9.0,0.36053446,0.17059376339117685,0,0
2008-12-03,0,1.0,0.8291582845363596,10.0,0.43265495,0.18192500869433084,1,0
2008-12-04,0,1.0,0.6390628496073261,11.0,0.524271,0.18192500869433084,1,0
2008-12-05,0,1.0,0.07187213462489947,10.0,0.5184014,0.18192500869433084,1,0
2008-12-08,0,1.0,0.1733265286574566,10.0,0.65740603,0.22639248271783194,1,1
2008-12-09,0,1.0,0.05789538513516265,10.0,0.5644658,0.18192500869433084,1,0
2008-12-10,0,1.0,0.03967123857223724,10.0,0.64626557,0.20068115989367166,1,0
2008-12-11,0,1.0,0.07149321801288364,9.0,0.56144327,0.18192500869433084,1,0
2008-12-12,0,1.0,0.09780882419558068,8.0,0.49928403,0.18192500869433084,1,0
2008-12-15,0,1.0,0.11827143540000457,7.0,0.43220997,0.18192500869433084,1,0
2008-12-16,0,1.0,0.14611727851036904,7.0,0.6302356,0.20068115989367166,1,0
2008-12-17,0,1.0,0.10491890257542884,7.0,0.64511025,0.20068115989367166,1,0
2008-12-18,0,1.0,0.056325628884211804,7.0,0.39240313,0.18192500869433084,0,0
2008-12-19,0,1.0,0.2639134492588291,7.0,0.43290463,0.18192500869433084,1,0
2008-12-22,0,1.0,0.8795658084438005,8.0,0.4028314,0.18192500869433084,1,0
2008-12-23,0,1.0,0.8417345283228215,9.0,0.42712867,0.18192500869433084,1,0
2008-12-24,0,1.0,0.5071212180209733,10.0,0.5138173,0.18192500869433084,1,0
2008-12-25,0,1.0,0.8013104757710353,11.0,0.65194887,0.22291246056556702,1,0
2008-12-29,0,1.0,0.060667369001516175,11.0,0.658438,0.22639248271783194,1,1
2008-12-30,0,1.0,0.047888446851144476,10.0,0.6610584,0.22639248271783194,1,1
2008-12-31,0,1.0,0.853593828199589,11.0,0.6622502,0.22639248271783194,1,1
2009-01-02,0,1.0,0.9942183860981748,12.0,0.6623463,0.22639248271783194,1,1
2009-01-05,0,1.0,0.9824984702049405,13.0,0.662093,0.22639248271783194,1,1
2009-01-06,0,1.0,0.9199222647387001,14.0,0.6620728,0.19978751242160797,1,1
2009-01-07,0,1.0,0.5274335960677388,15.0,0.66279334,0.19298478960990906,1,1
2009-01-08,0,1.0,0.15343879991016862,14.0,0.6638984,0.22639248271783194,1,1
2009-01-09,0,1.0,0.32451605588931987,13.0,0.65797687,0.19978751242160797,1,1
2009-01-12,0,1.0,0.5610087279347851,13.0,0.6641528,0.22639248271783194,1,1
2009-01-13,0,1.0,0.6010817283858654,14.0,0.66626126,0.22639248271783194,1,1
2009-01-14,0,1.0,0.10095173651853766,13.0,0.6646959,0.22639248271783194,1,1
2009-01-15,0,1.0,0.6151950448057234,13.0,0.6688053,0.22639248271783194,1,1
2009-01-16,0,1.0,0.42171877555600457,12.0,0.6655137,0.22639248271783194,1,1
2009-01-19,0,1.0,0.2820733902809158,12.0,0.66297084,0.22639248271783194,1,1
2009-01-21,0,1.0,0.7631257855470305,14.0,0.6729556,0.22639248271783194,1,1
2009-01-22,0,1.0,0.5043746431965963,15.0,0.6710946,0.22639248271783194,1,1
2009-01-23,0,1.0,0.30950529037566166,15.0,0.66924024,0.22639248271783194,1,1
2009-01-26,0,1.0,0.27114686503474245,15.0,0.6676988,0.22639248271783194,1,1
2009-01-27,0,1.0,0.11872956929603279,15.0,0.6711846,0.22639248271783194,1,1
2009-01-28,0,1.0,0.031709815909834405,15.0,0.66941714,0.22639248271783194,1,1
2009-01-29,0,1.0,0.030427021400656555,15.0,0.6688815,0.22639248271783194,1,1
2009-01-30,0,1.0,0.030270785388888128,15.0,0.6739219,0.22639248271783194,1,1
2009-02-02,0,1.0,0.0816276382506312,15.0,0.67199117,0.22639248271783194,1,1
2009-02-03,0,1.0,0.6706009980848233,15.0,0.6696817,0.22639248271783194,1,1
2009-02-04,0,1.0,0.8740886032339492,15.0,0.6724017,0.22639248271783194,1,1
2009-02-05,0,1.0,0.4211218732354728,14.0,0.6682431,0.22639248271783194,1,1
2009-02-06,0,1.0,0.21969955169248012,13.0,0.6722512,0.22639248271783194,1,1
2009-02-09,0,1.0,0.031147310588266953,13.0,0.6696405,0.22639248271783194,1,1
2009-02-10,0,1.0,0.02338426736251996,13.0,0.6704305,0.22639248271783194,1,1
2009-02-11,0,1.0,0.02411731099063283,13.0,0.6714894,0.22639248271783194,1,1
2009-02-12,0,1.0,0.025368660047388213,12.0,0.6720399,0.22639248271783194,1,1
2009-02-13,0,1.0,0.027121621527044518,11.0,0.5201431,0.18192500869433084,1,0
2009-02-16,0,1.0,0.028740781409751864,10.0,0.5217831,0.18192500869433084,1,0
2009-02-18,0,1.0,0.027076969068000188,8.0,0.3611726,0.17167025804519653,0,0
2009-02-19,0,1.0,0.020615530881114327,8.0,0.2847442,0.17059376339117685,0,0
2009-02-20,0,1.0,0.022297246446609183,8.0,0.33810842,0.17059376339117685,0,0
2009-02-23,0,1.0,0.02728029664118271,7.0,0.33687627,0.17059376339117685,0,0
2009-02-24,0,1.0,0.056181360614829576,6.0,0.33490157,0.17059376339117685,0,0
2009-02-25,0,1.0,0.08573000947125489,6.0,0.3327772,0.17059376339117685,0,0
2009-02-26,0,1.0,0.9764780530252367,6.0,0.32336542,0.17059376339117685,0,0
2009-02-27,0,1.0,0.9632048318296144,7.0,0.32722828,0.17059376339117685,0,0
2009-03-02,0,1.0,0.8793096563003412,8.0,0.32595983,0.17059376339117685,0,0
2009-03-03,0,1.0,0.7046481057152666,8.0,0.34020564,0.17059376339117685,0,0
2009-03-04,0,1.0,0.34992007454587004,7.0,0.34100673,0.17059376339117685,0,0
2009-03-05,0,1.0,0.35739924686061597,6.0,0.32996568,0.17059376339117685,0,0
2009-03-06,0,1.0,0.6641186873194723,7.0,0.33504906,0.17059376339117685,0,0
2009-03-09,0,1.0,0.16018502250504751,7.0,0.3135155,0.17059376339117685,0,0
2009-03-10,0,1.0,0.20254825154489384,7.0,0.32979816,0.17059376339117685,0,0
2009-03-11,0,1.0,0.0664603678185252,7.0,0.34167528,0.17059376339117685,0,0
2009-03-12,0,1.0,0.025848618020540913,7.0,0.33713695,0.17059376339117685,0,0
2009-03-13,0,1.0,0.027557915472936106,7.0,0.3395851,0.17059376339117685,0,0
2009-03-16,0,1.0,0.037188867672383004,7.0,0.33947578,0.17059376339117685,0,0
2009-03-17,0,1.0,0.051520243440176486,6.0,0.3472763,0.17059376339117685,0,0
2009-03-18,0,1.0,0.04439578006958039,5.0,0.3384143,0.17059376339117685,0,0
2009-03-19,0,1.0,0.20530053707706689,5.0,0.32097015,0.17059376339117685,0,0
2009-03-20,0,1.0,0.865359508611882,6.0,0.3260479,0.17059376339117685,0,0
2009-03-23,0,1.0,0.9847944352468272,7.0,0.32904667,0.17059376339117685,0,0
2009-03-24,0,1.0,0.9837743519685648,8.0,0.32334843,0.137186070283254,0,0
2009-03-25,0,1.0,0.07863098204968372,8.0,0.32711965,0.17059376339117685,0,0
2009-03-26,0,1.0,0.0343899161312676,8.0,0.325643,0.17059376339117685,0,0
2009-03-27,0,1.0,0.04918655893237657,8.0,0.32302663,0.17059376339117685,0,0
2009-03-30,0,1.0,0.04901932470306851,8.0,0.32296765,0.17059376339117685,0,0
2009-03-31,0,1.0,0.24923404461434812,8.0,0.32621282,0.17059376339117685,0,0
2009-04-01,0,1.0,0.13404684776681802,8.0,0.3348219,0.17059376339117685,0,0
2009-04-02,0,1.0,0.10164466133205542,8.0,0.33615074,0.17059376339117685,0,0
2009-04-03,0,1.0,0.07355155276280212,8.0,0.33468625,0.1439887930949529,0,0
2009-04-06,0,1.0,0.04458949929045813,8.0,0.33878493,0.1439887930949529,0,0
